id,member_id,product_id,quantity,start_month,cancel_month
186,76,12,1,2024-10-01,2026-08-01
187,77,12,1,2024-10-01,
188,78,8,1,2024-10-01,
189,79,12,1,2024-10-01,
190,79,6,1,2024-12-01,
191,80,4,1,2024-11-01,
192,80,6,1,2024-11-01,
193,80,1,1,2025-05-01,
194,80,11,1,2024-12-01,
195,80,3,1,2025-07-01,
196,81,5,1,2024-11-01,
197,81,12,1,2025-03-01,
198,81,11,1,2025-06-01,
199,82,1,1,2024-11-01,
200,82,7,1,2025-01-01,2026-03-01
201,83,11,1,2024-11-01,2026-02-01
202,84,9,1,2024-11-01,2025-10-01
203,85,2,1,2024-11-01,
204,86,12,1,2024-11-01,
205,87,2,1,2024-12-01,
206,88,6,1,2024-12-01,
207,88,11,1,2025-02-01,
208,89,2,1,2024-11-01,2026-01-01
209,89,5,1,2024-11-01,
210,89,7,1,2025-08-01,
211,89,1,1,2025-07-01,
212,90,9,1,2024-12-01,2025-05-01
213,91,1,1,2024-11-01,
214,91,7,1,2024-12-01,
215,92,11,1,2024-11-01,
216,93,2,1,2024-11-01,
217,93,4,1,2025-07-01,
218,94,9,1,2024-11-01,2025-01-01
219,95,12,1,2024-11-01,
220,96,1,1,2024-11-01,
221,97,4,1,2024-11-01,
222,97,4,1,2024-11-01,
223,97,4,1,2025-06-01,
224,97,4,1,2025-02-01,2026-01-01
225,98,2,1,2024-12-01,
226,99,8,1,2024-11-01,2026-03-01
227,100,8,1,2024-11-01,
228,100,7,1,2025-06-01,
229,101,3,1,2024-11-01,
230,102,6,1,2024-11-01,
231,103,11,1,2024-12-01,2026-03-01
232,104,3,1,2024-11-01,
233,104,2,1,2025-01-01,2026-08-01
234,105,11,1,2024-11-01,2025-10-01
235,106,2,1,2024-12-01,
236,106,9,1,2024-12-01,
237,106,6,1,2025-08-01,2026-08-01
238,107,3,1,2024-12-01,
239,108,12,1,2024-12-01,
240,109,1,1,2024-12-01,2025-11-01
241,109,1,1,2024-12-01,2025-11-01
242,109,6,1,2025-04-01,
243,109,11,1,2025-01-01,
244,109,10,1,2025-07-01,
245,110,12,1,2024-12-01,
246,111,10,1,2024-12-01,
247,111,5,1,2025-05-01,
248,112,7,1,2024-12-01,2026-01-01
249,113,6,1,2024-12-01,
250,113,10,1,2025-02-01,
251,114,1,1,2025-01-01,
252,115,9,1,2024-12-01,2025-07-01
253,116,1,1,2024-12-01,2026-08-01
254,117,3,1,2025-01-01,
255,117,6,1,2025-01-01,
256,117,6,1,2025-08-01,
257,117,1,1,2025-01-01,
258,117,5,1,2025-06-01,2026-03-01
259,118,10,1,2024-12-01,
260,119,6,1,2024-12-01,
261,119,12,1,2024-12-01,
262,119,10,1,2025-09-01,2026-06-01
263,119,8,1,2025-02-01,
264,120,2,1,2024-12-01,
265,120,9,1,2024-12-01,
266,120,1,1,2025-03-01,
267,121,8,1,2024-12-01,
268,122,11,1,2024-12-01,
269,123,6,1,2024-12-01,
270,123,4,1,2024-12-01,
271,123,10,1,2025-03-01,
272,124,12,1,2024-12-01,
273,125,2,1,2024-12-01,2026-08-01
274,125,10,1,2025-06-01,
275,126,3,1,2024-12-01,2025-11-01
276,126,7,1,2025-03-01,
277,127,8,1,2024-12-01,
278,128,7,1,2024-12-01,2025-04-01
279,129,2,1,2024-12-01,
280,129,4,1,2024-12-01,
281,130,9,1,2024-12-01,2025-09-01
282,131,11,1,2024-12-01,2025-02-01
283,132,2,1,2025-01-01,
284,132,10,1,2025-01-01,2025-12-01
285,132,3,1,2025-07-01,
286,133,6,1,2024-12-01,
287,134,5,1,2025-01-01,
288,135,11,1,2025-01-01,
289,136,2,1,2025-01-01,
290,136,4,1,2025-06-01,
291,137,12,1,2025-01-01,
292,138,12,1,2025-01-01,
293,138,9,1,2025-05-01,
294,139,8,1,2025-01-01,
295,140,2,1,2025-01-01,
296,140,2,1,2025-02-01,2025-04-01
297,141,11,1,2025-01-01,2025-03-01
298,142,3,1,2025-01-01,
299,142,11,1,2025-03-01,2025-06-01
300,143,8,1,2025-01-01,
301,144,4,1,2025-01-01,
302,144,5,1,2025-03-01,
303,145,6,1,2025-01-01,
304,145,8,1,2025-06-01,2025-11-01
305,146,2,1,2025-01-01,2026-05-01
306,146,7,1,2025-01-01,
307,146,4,1,2025-09-01,
308,146,6,1,2025-08-01,
309,146,6,1,2025-06-01,
310,147,3,1,2025-01-01,
311,147,6,1,2025-03-01,
312,148,4,1,2025-01-01,
313,148,3,1,2025-01-01,
314,148,4,1,2025-11-01,
315,148,1,1,2025-07-01,
316,148,2,1,2025-05-01,
317,149,10,1,2025-01-01,
318,149,4,1,2025-01-01,
319,150,3,1,2025-02-01,
320,150,11,1,2025-02-01,
321,150,7,1,2025-10-01,
322,150,2,1,2025-02-01,
323,151,5,1,2025-01-01,
324,151,7,1,2025-01-01,
325,151,4,1,2025-04-01,
326,151,4,1,2025-09-01,
327,152,8,1,2025-02-01,2025-11-01
328,153,1,1,2025-01-01,
329,154,3,1,2025-01-01,
330,154,7,1,2025-01-01,
331,154,6,1,2025-09-01,
332,155,12,1,2025-01-01,2025-08-01
333,156,2,1,2025-01-01,
334,156,3,1,2025-01-01,
335,156,9,1,2025-02-01,
336,157,1,1,2025-01-01,
337,158,1,1,2025-01-01,
338,158,9,1,2025-06-01,
339,159,2,1,2025-01-01,
340,160,3,1,2025-01-01,
341,161,3,1,2025-01-01,
342,161,2,1,2025-01-01,
343,162,4,1,2025-01-01,
344,162,12,1,2025-06-01,
345,163,5,1,2025-01-01,
346,164,3,1,2025-01-01,2025-03-01
347,164,6,1,2025-03-01,
348,165,3,1,2025-01-01,
349,165,11,1,2025-01-01,2025-09-01
350,166,9,1,2025-02-01,2025-08-01
351,166,5,1,2025-04-01,
352,167,10,1,2025-02-01,
353,168,1,1,2025-02-01,
354,169,12,1,2025-02-01,2025-09-01
355,170,5,1,2025-02-01,
356,171,2,1,2025-02-01,
357,171,10,1,2025-03-01,
358,172,6,1,2025-02-01,
359,172,8,1,2025-02-01,
360,172,10,1,2025-04-01,
361,172,7,1,2025-12-01,2026-06-01
362,172,5,1,2025-06-01,
363,173,1,1,2025-02-01,
364,173,3,1,2025-04-01,
365,174,2,1,2025-02-01,
366,174,5,1,2025-02-01,
367,174,3,1,2025-10-01,
368,174,3,1,2025-08-01,2025-09-01
369,174,4,1,2025-05-01,
370,175,12,1,2025-02-01,
371,176,3,1,2025-03-01,
372,176,1,1,2025-03-01,
373,176,9,1,2025-12-01,
374,177,12,1,2025-02-01,2025-07-01
375,178,9,1,2025-02-01,2025-08-01
376,179,8,1,2025-02-01,
377,179,12,1,2025-02-01,
378,179,7,1,2025-07-01,
379,180,1,2,2025-04-01,
380,180,2,3,2025-03-01,
381,180,3,2,2025-04-01,2025-09-01
382,180,4,2,2025-04-01,
383,180,5,2,2025-03-01,2025-04-01
384,180,6,2,2025-04-01,
385,180,8,2,2025-04-01,
386,180,9,1,2025-03-01,
387,180,7,1,2025-04-01,
388,181,2,1,2025-02-01,
389,181,4,1,2025-04-01,2026-01-01
390,182,1,1,2025-02-01,2026-07-01
391,182,10,1,2025-02-01,
392,182,10,1,2025-06-01,
393,182,4,1,2025-09-01,
394,182,1,1,2025-10-01,
395,183,5,1,2025-02-01,
396,183,2,1,2025-02-01,2025-05-01
397,183,4,1,2025-12-01,
398,183,6,1,2025-06-01,
399,184,8,1,2025-02-01,
400,185,1,1,2025-03-01,2026-07-01
401,185,3,1,2025-03-01,
402,186,1,1,2025-02-01,2026-08-01
403,187,4,1,2025-02-01,2025-09-01
404,187,1,1,2025-02-01,
405,187,9,1,2025-12-01,
406,188,2,1,2025-02-01,
407,188,7,1,2025-04-01,
408,189,1,3,2025-02-01,
409,189,2,1,2025-02-01,
410,189,3,1,2025-03-01,
411,189,4,3,2025-04-01,
412,189,5,1,2025-03-01,2026-09-01
413,189,6,2,2025-02-01,
414,189,8,1,2025-02-01,
415,189,7,1,2025-04-01,
416,189,11,1,2025-02-01,
417,189,10,2,2025-02-01,
418,189,12,1,2025-02-01,
419,189,9,1,2025-02-01,
420,190,8,1,2025-02-01,2026-03-01
421,191,8,1,2025-02-01,2026-01-01
422,192,9,1,2025-02-01,
423,193,9,1,2025-02-01,2026-09-01
424,194,12,1,2025-02-01,
425,195,4,1,2025-03-01,
426,195,9,1,2025-03-01,
427,195,5,1,2025-06-01,
428,196,2,1,2025-03-01,2026-08-01
429,197,7,1,2025-03-01,
430,197,3,1,2025-05-01,
431,198,1,1,2025-03-01,
432,198,8,1,2025-03-01,
433,198,9,1,2025-10-01,
434,198,8,1,2025-10-01,
435,198,5,1,2025-08-01,
436,199,3,1,2025-03-01,
437,200,12,1,2025-04-01,2026-11-01
438,201,7,1,2025-03-01,
439,202,1,3,2025-03-01,
440,202,2,2,2025-04-01,
441,202,3,3,2025-03-01,
442,202,4,3,2025-03-01,
443,202,5,1,2025-03-01,
444,202,6,1,2025-03-01,
445,202,10,1,2025-04-01,
446,202,12,1,2025-05-01,
447,202,9,1,2025-04-01,2025-08-01
448,202,8,1,2025-03-01,
449,203,11,1,2025-03-01,2025-10-01
450,204,6,1,2025-03-01,
451,205,10,1,2025-03-01,2025-07-01
452,206,12,1,2025-03-01,
453,207,5,1,2025-03-01,
454,208,11,1,2025-03-01,
455,209,7,1,2025-04-01,2026-02-01
456,209,3,1,2025-05-01,
457,210,4,1,2025-03-01,
458,210,6,1,2025-06-01,
459,211,11,1,2025-03-01,2026-08-01
460,212,2,1,2025-03-01,
461,212,7,1,2025-03-01,
462,212,4,1,2025-12-01,
463,212,4,1,2025-09-01,
464,213,4,1,2025-03-01,
465,214,11,1,2025-04-01,2026-01-01
466,215,3,1,2025-03-01,
467,216,12,1,2025-03-01,
468,217,1,1,2025-05-01,2026-08-01
469,217,2,3,2025-05-01,
470,217,3,1,2025-03-01,
471,217,4,1,2025-03-01,
472,217,5,1,2025-05-01,
473,217,6,2,2025-04-01,
474,217,9,2,2025-03-01,
475,217,7,2,2025-04-01,
476,217,12,2,2025-05-01,
477,217,11,1,2025-04-01,
478,218,5,1,2025-03-01,2026-04-01
479,218,9,1,2025-09-01,
480,219,1,1,2025-03-01,
481,219,9,1,2025-05-01,
482,220,6,1,2025-03-01,
483,220,10,1,2025-07-01,
484,221,4,1,2025-03-01,
485,221,3,1,2025-03-01,
486,221,10,1,2025-09-01,
487,222,5,1,2025-03-01,
488,223,4,1,2025-03-01,
489,223,1,1,2025-03-01,
490,223,8,1,2025-09-01,
491,223,3,1,2025-11-01,
492,224,6,1,2025-04-01,
493,224,8,1,2025-09-01,
494,225,7,1,2025-04-01,
495,225,2,1,2025-10-01,
496,226,2,1,2025-04-01,
497,226,2,1,2025-04-01,
498,226,4,1,2025-10-01,
499,227,3,1,2025-04-01,
500,227,11,1,2025-09-01,2026-08-01
501,228,4,1,2025-05-01,
502,228,7,1,2025-05-01,
503,229,9,1,2025-04-01,
504,230,10,1,2025-04-01,
505,231,4,1,2025-04-01,2026-09-01
506,231,10,1,2025-09-01,
507,232,4,1,2025-04-01,
508,232,7,1,2025-04-01,
509,232,3,1,2025-10-01,
510,232,4,1,2025-09-01,
511,233,1,1,2025-04-01,
512,234,11,1,2025-04-01,2026-11-01
513,235,12,1,2025-04-01,
514,236,8,1,2025-04-01,
515,237,10,1,2025-04-01,2025-08-01
516,238,3,1,2025-04-01,2025-11-01
517,238,10,1,2025-04-01,
518,238,1,1,2025-12-01,
519,239,2,1,2025-04-01,
520,239,10,1,2025-10-01,
521,239,9,1,2025-06-01,
522,240,2,1,2025-05-01,
523,240,11,1,2025-06-01,2026-06-01
524,240,4,1,2025-06-01,
525,241,3,1,2025-04-01,
526,241,7,1,2025-04-01,2025-12-01
527,241,6,1,2025-08-01,
528,241,3,1,2025-08-01,
529,241,4,1,2025-06-01,
530,242,5,1,2025-04-01,
531,242,7,1,2025-09-01,
532,243,7,1,2025-04-01,
533,244,7,1,2025-04-01,
534,245,8,1,2025-04-01,
535,245,4,1,2025-09-01,
536,246,4,1,2025-04-01,
537,246,8,1,2025-10-01,2026-09-01
538,247,3,1,2025-05-01,
539,247,6,1,2025-04-01,
540,248,10,1,2025-04-01,
541,248,9,1,2025-08-01,
542,249,7,1,2025-04-01,
543,249,10,1,2025-07-01,
544,250,8,1,2025-04-01,
545,251,3,1,2025-04-01,
546,252,9,1,2025-04-01,2025-12-01
547,253,2,1,2025-06-01,
548,253,2,1,2025-10-01,
549,254,8,1,2025-05-01,2025-07-01
550,254,2,1,2025-07-01,
551,254,10,1,2025-06-01,
552,255,11,1,2025-05-01,
553,256,4,1,2025-06-01,
554,256,8,1,2025-08-01,2026-02-01
555,256,10,1,2026-01-01,2026-09-01
556,257,6,1,2025-05-01,
557,257,5,1,2025-10-01,2026-11-01
558,258,4,1,2025-05-01,2026-04-01
559,259,3,1,2025-06-01,
560,260,12,1,2025-05-01,2026-09-01
561,261,11,1,2025-05-01,
562,262,6,1,2025-05-01,
563,263,2,1,2025-05-01,2026-01-01
564,263,1,1,2026-01-01,
565,264,10,1,2025-06-01,2025-10-01
566,265,1,1,2025-05-01,
567,266,8,1,2025-05-01,
568,267,8,1,2025-05-01,
569,268,12,1,2025-06-01,
570,268,5,1,2025-11-01,
571,269,7,1,2025-05-01,
572,269,5,1,2025-09-01,2026-05-01
573,269,6,1,2025-12-01,2026-03-01
574,270,7,1,2025-05-01,
575,271,4,1,2025-05-01,
576,271,6,1,2025-05-01,2025-12-01
577,271,11,1,2025-12-01,
578,271,10,1,2026-02-01,
579,271,3,1,2026-01-01,
580,272,12,1,2025-05-01,2025-11-01
581,273,6,1,2025-05-01,2026-03-01
582,273,2,1,2025-08-01,2025-11-01
583,273,9,1,2025-08-01,
584,274,9,1,2025-06-01,
585,275,8,1,2025-05-01,2025-07-01
586,276,8,1,2025-05-01,
587,277,9,1,2025-05-01,
588,278,5,1,2025-06-01,2026-10-01
589,278,12,1,2025-11-01,2026-04-01
590,279,11,1,2025-05-01,2025-10-01
591,280,9,1,2025-05-01,
592,280,12,1,2025-06-01,
593,281,11,1,2025-05-01,
594,282,6,1,2025-05-01,
595,282,12,1,2025-05-01,
596,283,3,1,2025-05-01,
597,283,12,1,2025-09-01,
598,283,8,1,2026-01-01,
599,284,1,1,2025-06-01,2025-12-01
600,285,11,1,2025-05-01,2026-10-01
601,285,8,1,2025-07-01,
602,285,2,1,2025-10-01,2026-01-01
603,286,5,1,2025-05-01,
604,286,6,1,2025-06-01,
605,287,9,1,2025-05-01,
606,288,10,1,2025-06-01,2025-08-01
607,289,8,1,2025-05-01,2026-07-01
608,290,5,1,2025-05-01,
609,291,11,1,2025-05-01,2025-11-01
610,292,1,1,2025-06-01,2026-10-01
611,293,11,1,2025-05-01,
612,294,5,1,2025-05-01,
613,294,4,1,2025-07-01,
614,295,3,1,2025-05-01,
615,295,3,1,2025-05-01,
616,295,3,1,2025-08-01,
617,296,8,1,2025-07-01,
618,297,5,1,2025-06-01,
619,297,5,1,2025-12-01,
620,298,2,1,2025-06-01,
621,298,3,1,2025-06-01,
622,298,2,1,2025-11-01,
623,299,9,1,2025-06-01,
624,300,1,1,2025-06-01,
625,301,1,1,2025-06-01,
626,302,9,1,2025-06-01,
627,303,6,1,2025-06-01,
628,304,1,1,2025-06-01,2025-11-01
629,304,9,1,2025-06-01,
630,304,11,1,2026-03-01,
631,305,3,1,2025-06-01,
632,305,12,1,2025-12-01,2026-10-01
633,306,10,1,2025-06-01,
634,307,1,1,2025-07-01,
635,307,2,1,2025-07-01,
636,307,3,1,2026-02-01,
637,308,12,1,2025-06-01,
638,308,9,1,2025-11-01,2026-04-01
639,309,12,1,2025-06-01,
640,310,2,1,2025-06-01,
641,310,2,1,2025-06-01,2026-05-01
642,310,12,1,2025-10-01,
643,310,7,1,2026-03-01,
644,311,7,1,2025-06-01,
645,312,12,1,2025-07-01,
646,313,5,1,2025-06-01,
647,314,3,1,2025-06-01,2026-02-01
648,315,11,1,2025-07-01,
649,316,8,1,2025-06-01,2025-08-01
650,317,10,1,2025-06-01,2026-05-01
651,317,8,1,2025-10-01,
652,318,1,1,2025-07-01,
653,318,1,1,2025-10-01,
654,319,1,1,2025-06-01,
655,319,2,1,2025-08-01,
656,319,3,1,2025-06-01,
657,319,4,1,2025-06-01,
658,319,5,3,2025-06-01,
659,319,6,1,2025-07-01,
660,319,11,1,2025-07-01,
661,319,12,2,2025-07-01,
662,319,7,1,2025-08-01,
663,319,10,2,2025-06-01,
664,319,9,1,2025-08-01,
665,320,12,1,2025-06-01,
666,321,1,1,2025-06-01,
667,322,1,1,2025-06-01,
668,322,9,1,2025-06-01,
669,322,5,1,2026-03-01,
670,322,6,1,2025-12-01,2026-04-01
671,322,3,1,2025-10-01,
672,323,2,1,2025-06-01,2026-08-01
673,323,7,1,2025-06-01,
674,323,7,1,2025-11-01,
675,323,6,1,2025-08-01,
676,323,7,1,2025-07-01,
677,324,12,1,2025-06-01,
678,325,12,1,2025-06-01,
679,326,3,1,2025-06-01,
680,326,12,1,2025-09-01,
681,327,5,1,2025-06-01,2026-05-01
682,328,7,1,2025-06-01,2026-04-01
683,329,7,1,2025-06-01,
684,330,11,1,2025-06-01,
685,330,8,1,2025-11-01,2026-06-01
686,331,9,1,2025-06-01,
687,331,6,1,2025-12-01,2026-11-01
688,332,11,1,2025-06-01,2026-02-01
689,333,1,1,2025-06-01,
690,334,4,1,2025-06-01,
691,335,3,1,2025-07-01,
692,335,12,1,2025-07-01,
693,335,10,1,2026-05-01,
694,335,5,1,2026-01-01,
695,336,3,1,2025-08-01,
696,337,10,1,2025-07-01,
697,338,3,1,2025-07-01,
698,338,2,1,2025-07-01,
699,338,12,1,2026-01-01,
700,338,10,1,2025-09-01,
701,338,6,1,2025-12-01,
702,339,2,1,2025-08-01,
703,339,8,1,2026-01-01,
704,340,10,1,2025-08-01,2025-09-01
705,340,4,1,2026-01-01,
706,341,2,1,2025-07-01,
707,342,3,1,2025-07-01,
708,343,5,1,2025-07-01,2025-10-01
709,344,1,1,2025-08-01,
710,344,4,1,2025-07-01,2026-07-01
711,345,6,1,2025-07-01,
712,345,10,1,2026-03-01,
713,346,11,1,2025-07-01,
714,346,5,1,2026-02-01,
715,347,1,1,2025-07-01,
716,347,12,1,2025-07-01,
717,347,9,1,2026-04-01,
718,347,4,1,2025-08-01,
719,348,8,1,2025-07-01,
720,348,6,1,2025-09-01,
721,348,1,1,2025-09-01,
722,349,2,1,2025-07-01,
723,349,1,1,2025-08-01,
724,350,10,1,2025-07-01,2025-12-01
725,351,4,1,2025-07-01,
726,351,8,1,2025-12-01,
727,352,1,2,2025-09-01,2026-08-01
728,352,2,2,2025-08-01,
729,352,3,3,2025-08-01,
730,352,4,1,2025-08-01,
731,352,5,3,2025-07-01,
732,352,6,3,2025-08-01,
733,352,7,1,2025-07-01,
734,352,11,1,2025-08-01,
735,352,9,1,2025-09-01,
736,352,12,1,2025-08-01,
737,353,2,1,2025-07-01,2026-09-01
738,354,5,1,2025-07-01,2025-10-01
739,354,8,1,2025-09-01,2026-07-01
740,355,8,1,2025-07-01,2025-09-01
741,356,10,1,2025-07-01,2026-06-01
742,357,12,1,2025-07-01,2026-09-01
743,358,11,1,2025-08-01,
744,359,1,3,2025-07-01,
745,359,2,2,2025-08-01,
746,359,3,1,2025-09-01,
747,359,4,2,2025-08-01,
748,359,5,1,2025-07-01,
749,359,6,1,2025-07-01,
750,359,12,2,2025-08-01,2026-11-01
751,359,7,2,2025-08-01,
752,359,10,2,2025-09-01,
753,360,1,1,2025-08-01,2025-12-01
754,361,9,1,2025-07-01,
755,361,1,1,2025-12-01,2026-04-01
756,362,2,1,2025-07-01,2025-09-01
757,362,5,1,2026-01-01,
758,363,2,1,2025-07-01,
759,363,2,1,2025-07-01,
760,363,3,1,2026-01-01,
761,364,2,1,2025-07-01,
762,364,7,1,2025-08-01,
763,365,8,1,2025-07-01,
764,365,9,1,2025-12-01,2026-07-01
765,366,5,1,2025-07-01,
766,366,2,1,2025-12-01,
767,367,11,1,2025-08-01,2026-10-01
768,368,3,1,2025-08-01,
769,368,3,1,2025-08-01,
770,368,11,1,2026-04-01,
771,369,10,1,2025-09-01,
772,369,9,1,2026-02-01,
773,370,2,1,2025-09-01,
774,371,3,1,2025-08-01,2026-03-01
775,371,5,1,2026-02-01,
776,372,2,1,2025-08-01,
777,372,2,1,2026-01-01,
778,373,3,1,2025-08-01,2026-02-01
779,373,6,1,2025-12-01,
780,374,12,1,2025-08-01,
781,375,5,1,2025-08-01,
782,375,8,1,2026-01-01,
783,376,7,1,2025-08-01,2025-10-01
784,377,1,1,2025-08-01,
785,378,10,1,2025-08-01,2026-10-01
786,379,4,1,2025-08-01,
787,379,7,1,2025-12-01,
788,380,3,1,2025-08-01,
789,380,1,1,2025-12-01,
790,381,12,1,2025-08-01,2026-01-01
791,382,12,1,2025-08-01,
792,383,11,1,2025-08-01,
793,384,4,1,2025-08-01,
794,384,4,1,2025-08-01,
795,384,10,1,2026-01-01,
796,385,4,1,2025-08-01,2025-12-01
797,385,5,1,2025-08-01,
798,385,3,1,2026-06-01,
799,385,6,1,2026-05-01,
800,385,5,1,2026-04-01,
801,386,2,1,2025-08-01,2026-04-01
802,386,4,1,2025-12-01,
803,386,9,1,2025-09-01,2026-04-01
804,387,4,1,2025-08-01,
805,388,3,1,2025-08-01,
806,388,1,1,2025-08-01,
807,388,7,1,2026-06-01,
808,389,11,1,2025-08-01,
809,390,6,1,2025-08-01,
